name,chinese_name,status_type,year_born,gender,native_city,native_province,bio,photo_link,photo_name,last_position_held,chinese_position,organization,chinese_organization,corruption_location,sentencing_status,investigated_date,investigated_link,investigated_ccdi,investigated_quote,expelled_date,expelled_link,expelled_ccdi,expelled_quote,sentenced_date,sentenced_link,sentenced_ccdi,sentence_details,sentenced_quote,total_yuan_corrupted,sector,sector_two,sector_three,family_connections,city_connections,province_connections,national_connections,other_connections,dead_date,dead_link,dead_details,which_tiger,previous_positions,naked_official
Xue Boqing,薛伯清,Fly,1966,Male,Linli,Hunan,,http://baike.baidu.com/view/7670933.htm,,"Party Member, Society of Fellow","党组成员, 社务委员",Hunan Daily Newspaper Group,湖南日报报业集团（湖南日报社）,Hunan,Expelled,3/26/2015,http://usa.chinadaily.com.cn/epaper/2015-03/27/content_19929396.htm,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116676.html,,7/1/2016,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160708_117778.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160708_117778.html,,,,,,,,Media,,,,,,,,,,,,,
Yu Zhigang,于志刚,Fly,,Male,,,,,,Deputy General Manager,副总经理,State Grid Corporation of China Direct Current Buidling Branch,国家电网公司直流建设分公司,Beijing,Investigated,3/26/2015,http://europe.chinadaily.com.cn/china/2015-03/31/content_19963737.htm,http://www.ccdi.gov.cn/yaowen/201503/t20150326_135409.html,,,,,,,,,,,,,SOE,,,,,,,,,,,,
Chen Yijuan,陈祎娟,Fly,1970,Female,Wuhan,Hubei,"Chen, who is suspected of money laundering, fled to Great Britain in 2013, according to China Daily, after which she became a target of the “Skynet” campaign to repatriate fugitives being investigated for corruption. In January 2016, according to China Daily, Chen “surrendered to the police and returned voluntarily after being persuaded by Chinese authorities.”",http://baike.baidu.com/pic/%E9%99%88%E7%A5%8E%E5%A8%9F/17365673/0/a08b87d6277f9e2f9e37512d1a30e924b899f391?fr=lemma&ct=single#aid=0&pic=a08b87d6277f9e2f9e37512d1a30e924b899f391,,Staff Member,员工,China Mobile Communication Corporation's Hunan Branch ,中国移动通信集团终端公司湖南分公司,Hunan,Sentenced,3/27/2015,http://www.telegraph.co.uk/news/worldnews/asia/china/11557711/China-tracks-corrupt-fugitives-to-Britain.html,https://web.archive.org/web/20170128204016/http://www.ccdi.gov.cn/xwtt/201504/t20150422_55183.html,,1/14/2016,http://www.chinadaily.com.cn/world/2016-01/14/content_23092300.htm,http://www.ccdi.gov.cn/gzdt/gjhz/201601/t20160115_153546.html,,2/18/2017,http://www.chinanews.com/gn/2017/05-10/8220449.shtml,," 3 years imprisonment, 4 years probation,  200,000 RMB fine",,,,Sky Net,SOE,,,,,,,,,,,
Li Ping,李平,Fly,1953,Male,Jilin,Jilin,,http://baike.baidu.com/subview/192820/5134915.htm,Li-Ping-3.jpg,Former Deputy Party Secretary,"原秘书长, 原党委副书记",Southern University of Science and Technology of China,"深圳市政府, 南方科技大学",Guangdong,Expelled,3/27/2015,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116677.html,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116677.html,,7/23/2015,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117630.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117630.html,,,,,,,,,Education,,,,,,,,,,,,
Chen Gui,陈贵,Fly,1956,Male,Zhuo Lu,Hebei,,http://baike.baidu.com/subview/1419346/6565839.htm,Chen-Gui.jpg,Party Secretary,书记,Hengshui City Party Committee,衡水市原市委,Hebei,Expelled,3/28/2015,http://www.globaltimes.cn/content/932216.shtml,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116679.html,,1/29/2016,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117718.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117718.html,,,,,,,,,,,,,,,,,,,,,
Zhou Henghua,周亨华,Fly,1955,Male,Xianning,Hubei,,http://baike.baidu.com/view/3195610.htm,,Standing Committee Vice Chairman,常委会副主任,People's Congress of Xianning City,咸宁市人大常委会,Hubei,Expelled,3/28/2015,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116678.html,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116678.html,,9/29/2015,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117654.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117654.html,,,,,,,,,Adultery,,,,,,,,,,,,
Qi Dacai,祁达才,Fly,1963,Male,Dongguan,Guangdong, ,http://baike.baidu.com/pic/%E7%A5%81%E8%BE%BE%E6%89%8D/10247101/0/6a63f6246b600c3369acbc591e4c510fd8f9a14e?fr=lemma&ct=single#aid=0&pic=6a63f6246b600c3369acbc591e4c510fd8f9a14e,Qi-Dacai.jpg,Deputy General Manager,"董事, 副总经理, 党组成员",China Southern Power Grid Co.,中国南方电网有限责任公司,Guangdong,Expelled,3/30/2015,http://www.reuters.com/article/us-china-corruption-southerngrid-idUSKBN0OW0D020150616,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116680.html,,6/16/2015,http://english.caixin.com/2015-06-17/100820204.html,,,, ,, ,,"9,370,000",,SOE,Energy,,,,,,,,,,,
Xie Qingchun,谢清纯,Fly,1963,Male,Youxian,Hunan,,http://baike.baidu.com/view/4675268.htm,,"Standing Committee Member, Party secretary of the Politics and Law Committee","常委, 政法委书记",Zhuzhou City Party Committee,"株洲市委, 政法委",Hunan,Sentenced,3/30/2015,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116681.html,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116681.html,,12/24/2015,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117702.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117702.html,,2/27/2017,http://www.hn.xinhuanet.com/2017-02/27/c_1120534905.htm,,"11 years imprisonment, 2,000,000 RMB fine",,"9,260,000",,,,,,,,,,,,,,
Jiang Changsheng,蒋昌盛,Fly,1963,Male,Tongcheng,Anhui,,http://baike.baidu.com/view/6298481.htm,Jiang-Changsheng.jpg,Standing Committee Member,"常委, 组织部长","Party Committee Standing Committee, Minister of the Organization",宿州市委,Anhui,Expelled,3/30/2015,http://www.thestandard.com.hk/breaking_news_detail.asp?id=64747&icid=1&d_str=,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116682.html,,10/23/2015,http://www.thestandard.com.hk/breaking_news_detail.asp?id=64747&icid=1&d_str=,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117672.html,,,,,,,,,,,,,,,,,,,,,
Wang Linjuan,王林娟,Fly,1980,Female,,Jilin,"Included in the Operation Skynet round-up, believed to be in Canada.",http://a2.att.hudong.com/44/10/20300542392970145621102650173_s.jpg,Wang-Linjuan.jpg,Manager Assistant,经理助理    ,Guangdong Provincial Express Mail Service Zhuhai Branch Supervision Center ,广东省邮政速递物流有限公司珠海分公司快件监管中心    ,Guangdong,Expelled,3/30/2015,https://web.archive.org/web/20170128204016/http://www.ccdi.gov.cn/xwtt/201504/t20150422_55183.html,https://web.archive.org/web/20170128204016/http://www.ccdi.gov.cn/xwtt/201504/t20150422_55183.html,,9/17/2017,http://www.ccdi.gov.cn/gzdt/gjhz/201710/t20171009_153572.html,http://www.ccdi.gov.cn/gzdt/gjhz/201710/t20171009_153572.html,,,,,,,,,Sky Net,,,,,,,,,,,,
Liu Xu,刘勖,Fly,1984,Male,Beijing,Beijing,"Included in the Operation Skynet round-up, believed to be in the U.S.",http://c.hiphotos.baidu.com/baike/c0%3Dbaike80%2C5%2C5%2C80%2C26/sign=8c8bb0fc3f87e950561afb3e71513826/738b4710b912c8fcf94549f2f9039245d688215e.jpg,,Staff,工作人员,Tongzhou District Social Insurance and Fund Management Center,通州区社会保险基金管理中心,Beijing,Investigated,3/30/2015,http://www.chinanews.com/fz/2015/04-27/7234965.shtml,https://web.archive.org/web/20170128204016/http://www.ccdi.gov.cn/xwtt/201504/t20150422_55183.html,Liu is the youngest fugitive on the Sky Net list.,,,,,,,,,,,,,Sky Net,,,,,,,,,,,
Chen Shiquan,陈世权,Fly,1965,Male,Wenling,Zhejiang,,http://baike.baidu.com/view/6271303.htm,Chen-Shiquan.jpg,Vice President,"党组副书记, 副主席",Zhejiang Provincial Association for Science and Technology,浙江省科协,Zhejiang,Sentenced,3/30/2015,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116683.html,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116683.html,,,,,,8/22/2016,http://www.thepaper.cn/newsDetail_forward_1619777,,"4 years imprisonment, 300,000 RMB fine",,"816,000",,,,,,,,,,,,,,
Huang Ping,黄平,Fly,1963,Male,,Guangdong,,http://a.hiphotos.baidu.com/baike/w%3D268/sign=77d290f51f4c510faec4e51c58582528/ac345982b2b7d0a2fc624aa0ceef76094b369a60.jpg,,"Legal Representative, General Manager","法定代表人, 总经理","Guanghong Oversea Chinese Aluminium Processing Co., Ltd. ",广弘华侨铝加工有限公司,Guangdong,Investigated,3/30/2015,http://www.mps.gov.cn/n2256936/n4904359/n4904360/c4914438/content.html,https://web.archive.org/web/20170128204016/http://www.ccdi.gov.cn/xwtt/201504/t20150422_55183.html,,,,,,,,,,,,,Sky Net,,,,,,,,,,,,
Huang Jian,黄健,Fly,1961,Male,Yulin,Guangxi,,,,"Part Secretary, Chairman ","党委书记, 董事长","Guangxi Xinhua Bookstore Group Co., Ltd.",广西新华书店集团,Guangxi,Sentenced,3/31/2015,http://europe.chinadaily.com.cn/china/2015-03/31/content_19963737.htm,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116638.html,,8/24/2015,http://europe.chinadaily.com.cn/china/2015-03/31/content_19963737.htm,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117641.html,,12/15/2016,http://www.xinhuanet.com/2016-12/15/c_1120125806.htm,,"10 years imprisonment, 1,000,000 RMB fine",,"11,890,000",Media,,,,,,,,,,,,,
Cui Jian,崔健,Fly,1960,Male,,,,,,Deputy General Manager,副总经理,Baosteel Group Corporation,宝钢集团有限公司,Shanghai,Expelled,3/31/2015,http://www.reuters.com/article/2015/03/31/us-china-corruption-baoshan-steel-idUSKBN0MR0JM20150331,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116684.html,,1/21/2016,http://www.chinanews.com/cj/2016/01-21/7725585.shtml,,,,,,,,,,SOE,,,,,,,,,,,,
Han Zengyi,韩增义,Fly,1963,Male,,Jilin,,http://baike.baidu.com/view/13713881.htm,Han-Zengyi.jpg,Chairman,董事长,"Jilin Provincial Expressway Group Co., Ltd",吉林省高速公路集团有限公司,Jilin,Sentenced,3/31/2015,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116685.html,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116685.html,,,,,,8/22/2016,http://district.ce.cn/newarea/sddy/201608/22/t20160822_15106542.shtml,,"12 years imprisonment, 1,500,000 RMB fine",,"16,170,000",,SOE,Construction,,,,,,,,,,,
Song Wanzhong,宋万忠,Fly,1966,Male,,,,http://baike.baidu.com/item/%E5%AE%8B%E4%B8%87%E5%BF%A0/17042238#viewPageContent,,Standing Committee Member,常委委员,Liaoning Prison Management Bureau Party Committee,辽宁省监狱管理局党委,Liaoning,Expelled,4/1/2015,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116686.html,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116686.html,,8/14/2015,http://www.theepochtimes.com/n3/1309896-brutal-chinese-prison-head-finds-himself-in-the-partys-crosshairs/,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117638.html,,,,,,,,,,,,,,,,,,,,,
Zhong Shijian,钟世坚,Fly,1956,Male,Dianbai,Guangdong,,http://baike.baidu.com/view/765287.htm,,"Deputy Party Secretary, Director",党委副书记,"Guangdong Discipline Inspection Commission, Guangdong Supervision Department",广东省纪委,Guangdong,Expelled,4/1/2015,http://news.xinhuanet.com/english/2015-04/03/c_134123823.htm,http://www.ccdi.gov.cn/scdc/zggb/zjsc/201607/t20160704_115863.html,,7/21/2015,http://news.xinhuanet.com/english/2015-04/03/c_134123823.htm,http://www.ccdi.gov.cn/scdc/zggb/djcf/201607/t20160704_115988.html,,,,,,,,,,,,,Zhu Mingguo,,,,,,Zhu Mingguo,,
Yin Mingkui,尹明奎,Fly,1955,Male,Qingdao,Shandong,,http://baike.baidu.com/view/8373225.htm,,Deputy Inspector,副巡视员,Xinjiang Department of Civil Affairs ,新疆维吾尔自治区民政厅,Xinjiang,Sentenced,4/1/2015,http://news.xinhuanet.com/english/2015-05/11/c_134228456.htm,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116687.html,,,,,,8/12/2016,http://wenshu.court.gov.cn/content/content?DocID=e9e5b459-3d68-4d0c-8fb8-991c9b149c5e,,,"Yin Mingkui was sentenced for 5 years and 6 months in prison and a fine of 500,000 RMB. His sentence was reduced because he cooperated with investigators. Yin reported Mo Juan, who was then convicted of corruption based on information Yin provided. ",,,,,,,Mo Juan,,,,,,,former director of Xinjiang Welfare Lottery Center,
Wang Shenyang,王沈阳,Fly,,Male,,,,http://baike.baidu.com/item/%E7%8E%8B%E6%B2%88%E9%98%B3,,Director,司长,Ministry of Commerce Department of Outward Investment and Economic Cooperation ,国务院商务部对外投资和经济合作司,Beijing,Investigated,4/1/2015,http://www.washingtonpost.com/blogs/worldviews/wp/2015/04/01/a-chinese-official-has-been-placed-under-investigation-for-golfing/,http://www.mofcom.gov.cn/article/jiguanzx/201503/20150300928586.shtml,,,,,,,,,,,,,,,,,,,,,,,,,
Lu Wangcun,卢旺存,Fly,1955,Male,Linyi,Shanxi,,,,Deputy Inspector,副巡视员,"Administration of Press, Publication, Radio, Film, and Television",甘肃省新闻出版广电局,Gansu,Expelled,4/2/2015,http://news.xinhuanet.com/english/2015-06/10/c_134314811.htm,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116688.html,,5/29/2015,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117613.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117613.html,,,,,,,,Media,,,,,,,,,,,,,
Tong Ming,童敏,Fly,1963,Male,Nanchang,Jiangxi,,http://baike.baidu.com/item/%E7%AB%A5%E6%95%8F/1582617,,Director-General of Department of Medical Device Supervision,司长,China Food and Drug Administration,国家食品药品监督管理总局医疗器械监管司,Beijing,Sentenced,4/2/2015,http://www.globaltimes.cn/content/926321.shtml,http://www.ccdi.gov.cn/scdc/zyyj/zjsc/201607/t20160704_116103.html,,,,,,5/8/2017,http://www.xinhuanet.com/legal/2017-05/09/c_1120939350.htm,,"10 years imprisonment,  500, 000 RMB fine",,,,Medicine,,,,,,,,,,,,
Huang Changqing,黄常青,Fly,1957,Male,Heping,Guangdong,,http://district.ce.cn/newarea/sddy/201504/30/t20150430_5254191.shtml,Huang-Changqing.jpg,Deputy Chief Justice,"党组成员, 副院长",Shenzhen Intermediate People's Court,深圳市中级人民法院,Guangdong,Expelled,4/2/2015,http://szdaily.sznews.com/html/2015-08/10/content_3305625.htm,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116689.html,,4/30/2015,http://district.ce.cn/newarea/sddy/201504/30/t20150430_5254191.shtml,http://district.ce.cn/newarea/sddy/201504/30/t20150430_5254191.shtml,,,,,,,,Law,,,,,,,,,,,,,
Huang Zhiqiang,黄志强,Fly,,Male,,,,,,Deputy General Manager,副总经理,"Shenzhen Bus Group Co., Ltd",深圳巴士集团股份有限公司,Guangdong,Investigated,4/2/2015,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116689.html,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116689.html,,,,,,,,,,,,,SOE,Transportation,,,,,,,,,,,
Wu Zhenfang,吴振芳,Fly,,Male,,,,http://baike.baidu.com/subview/1310525/10566215.htm,,"Former Vice General Manager, Party Member","原党组成员, 副总经理",China National Offshore Oil Corporation,中国海洋石油总公司,Beijing,Sentenced,4/2/2015,http://www.reuters.com/article/2015/06/25/us-china-corruption-cnooc-idUSKBN0P512F20150625,http://www.ccdi.gov.cn/toutiao/201504/t20150402_123956.html,,,,,,2/15/2017,http://news.xinhuanet.com/legal/2017-02/15/c_129480499.htm,,"3 years 6 months imprisonment, 200,000 RMB fine",,"1,860,000",Petroleum,CNOOC,SOE,,"Xue Wandong, Wang Tianpu",,,,,,,,,
Cui Zhiyong,崔志勇,Fly,,Male,,,,http://baike.baidu.com/view/1281621.htm,Cui-Zhiyong.jpg,President,主席,Hebei District CPPCC,天津市河北区政协,Tianjin,Expelled,4/3/2015,http://news.xinhuanet.com/legal/2015-05/28/c_127852249.htm,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116690.html,,5/28/2015,http://news.xinhuanet.com/legal/2015-05/28/c_127852249.htm,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117612.html,The Paper reports this official was sentenced.,12/2/2017,http://www.thepaper.cn/newsDetail_forward_1889220,,"12 years imprisonment, 1,500,000 RMB fine",, ,,,,,,,,,,,,,,
Su Liming,苏利明,Fly,1968,Male,Nanchong,Sichuan,,http://baike.baidu.com/picture/6801481/6932481/0/5d6034a85edf8db1d7e0cb210923dd54574e74ac.html?fr=lemma&ct=single#aid=0&pic=5d6034a85edf8db1d7e0cb210923dd54574e74ac,,"Executive Deputy Mayor, Standing Committee Member","常委, 常务副市长","Guangyuan City Government, Guangyuan City Government Party Committee",四川省广元市委,Sichuan,Sentenced,4/3/2015,http://english.cri.cn/6909/2014/04/04/191s820465.htm,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116280.html,,4/21/2015,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117591.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117591.html,The Paper reports this official was sentenced.,10/12/2017,http://wenshu.court.gov.cn/content/content?DocID=0630f0ab-abba-4559-8f16-a82c0040456e,,"11 years imprisonment, 1,000,000 RMB fine, illegal income, stocks, and an apartment in Chengdu confisticated",, ,,,,,,,,,,,,,,
Leng Youchun,冷有春,Fly,1953,Male,Baicheng,Jilin,,http://baike.baidu.com/item/%E5%86%B7%E6%9C%89%E6%98%A5/17046835,Leng-Youchun.jpg,Standing Committee Vice Chairman,原副主任,Baicheng City People's Congress,吉林省白城市人大常委会,Jilin,Investigated,4/3/2015,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116691.html,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116691.html,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Yuying,孙玉英,Fly,,Female,,,,http://baike.baidu.com/item/%E5%AD%99%E7%8E%89%E8%8B%B1/17169052,Sun-Yuying.jpg,"Party Member, Deputy Director","党组成员, 副厅长, 那曲地区行署原副专员",The Office of the Auditor General of Central Tibetan Administration,西藏自治区审计厅,Tibet,Expelled,4/7/2015,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116694.html,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116694.html,,10/27/2015,http://www.ce.cn/xwzx/gnsz/gdxw/201510/27/t20151027_6820677.shtml,,,,,,,,,,,,,,,,,,,,,,
Mo Juan,莫涓,Fly,1956,Female,,,,http://baike.baidu.com/link?url=VZejloDVJ5Wn9L0eflC9qpldUnSoAvF0DsItbvPq4sTzZJJiamkoxdT1nocYtBWTVTRO6prgHExANatsmIkKGa,Mo-Juan.jpg,Secretary,党组书记,Xinjiang Civil Affairs Bureau,新疆维吾尔自治区民政厅,Xinjiang,Sentenced,4/7/2015,http://www.shanghaidaily.com/national/flies-and-tigers/Xinjiang-official-faces-corruption-probe/shdaily.shtml,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116695.html,,7/9/2015,http://www.shanghaidaily.com/national/flies-and-tigers/Xinjiang-official-faces-corruption-probe/shdaily.shtml,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117626.html,,12/15/2016,http://openlaw.cn/judgement/8ebe7fad3c04418f98b920ad7f56f692?keyword=%E8%8E%AB%E6%B6%93,,"16 years imprisonment, 2,800,000 RMB fine",,"34,470,650",,,,,,Yin Mingqui,,,,,,,,
Guo Deqing,郭德清,Fly,1948,Male,Lanzhou,Gansu,,http://baike.baidu.com/item/%E9%83%AD%E5%BE%B7%E6%B8%85/17165380?fr=aladdin,Guo-Deqing.jpg,Former Chairman,原主席,Silver City CPPCC,白银市政协,Gansu,Sentenced,4/7/2015,http://english.sina.com/2015/0610/818543.html,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116692.html,,5/29/2015,http://english.sina.com/2015/0610/818543.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117613.html,The Paper reports this official was sentenced.,9/1/2017,http://www.thepaper.cn/newsDetail_forward_1919966,http://wenshu.court.gov.cn/content/content?DocID=5e32206f-860b-43b0-9110-a83b00f764db,"14 years imprisonment, 700,000 RMB and a villa confisticated",, ,,,,,,,,,,,,,,
Wu Guolu,吴国禄,Fly,1968,Male,,,,http://baike.baidu.com/link?url=DloRc_MDi3iNLMdy-XcrXWnBUEW6Wu5jqO2dOf5dDga0ELYErYtx6jxXoKp9Vtl1jqot07FL6_rSbIMwTamWWK,,"Vice Chairman, Party Member","党委委员, 副厅长",Qinghai Provincial Department of Land and Resources,青海省国土资源厅,Qinghai,Investigated,4/7/2015,http://usa.chinadaily.com.cn/epaper/2015-04/08/content_20027497.htm,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116693.html,,,,,,,,,,,,,,,,,,,,,,,,,
Liu Zhenxing,刘振兴,Fly,1963,Male,Putian,Fujian,,https://baike.baidu.com/item/%E5%88%98%E6%8C%AF%E5%85%B4/1720697,,District Mayor,区长,Meilie District of Sanming City,福建省三明市梅列区,Fujian,Expelled,4/8/2014,http://news.alibaba.com/article/detail/news/101007521-1-probe-official-continues-after-teacher%2527s.html,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116285.html,,4/16/2014,http://news.alibaba.com/article/detail/news/101007521-1-probe-official-continues-after-teacher%2527s.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117386.html,,,,,,,,,,,,,,,,,,,,,
Jiang Jianmin,江建民,Fly,1953,Male,Shanwei,Guangdong,,http://baike.baidu.com/subview/1016470/10327356.htm,Jiang-Jianmin.jpg,Chairman,主任,Guizhou Provincial Subcommittee of Social and Legal Affairs,贵州省政协社会与法制委员会,Guizhou,Sentenced,4/8/2015,http://www.fireinews.com/news-9583364.html,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116696.html,,7/20/2016,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160720_117786.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160720_117786.html,,8/15/2016,http://openlaw.cn/judgement/370ff81aad7742d193f09cd393de92f1?keyword=%E6%B1%9F%E5%BB%BA%E6%B0%91,,"10 years and 6 months imprisonment, 500,000 RMB fine",,"3,896,567",Law,,,,,,,,,,,,,
Liu Hongmei,刘红梅,Fly,,Female,,,,http://baike.baidu.com/item/%E5%88%98%E7%BA%A2%E6%A2%85/17181934#viewPageContent,Liu-Hongmei.jpg,General Manager,"党委副书记, 总经理","Qingdao Drinks Group Co., Ltd.",青岛饮料集团有限公司,Shandong,Expelled,4/9/2015,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117602.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117602.html,,5/6/2015,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116699.html,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116699.html,,,,,,,,,,,,,,,,,,,,,
